ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,analyzed_at,market,value_score,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,rr_bonus,eu_insider_bonus,market_regime
IMB.L,IMPERIAL BRANDS PLC ORD 10P,56.1,⭐ AVERAGE,🟡 Average,55.0,50.0,60.5,60.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 10.9},{},"{'rs_3m': 7.9, 'rs_6m': 1.4}","{'roe_pct': 38.7, 'debt_to_equity': 1.89, 'current_ratio': 0.74, 'operating_margin_pct': 19.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 10.9}",3124.0,24314159104,Consumer Defensive,Tobacco,,,False,3632.04,-14.0,4.0,False,3465.39,4200.0,2700.0,13.0,buy,10.9,47.14,-98.5,24.9,-99.2,10.25,3.2,5.21,75.7,1.6,7.25,,,,-24.9,34.0,2026-05-12,False,False,6.0,NEUTRAL,10.34,188.9,,2026-04-08T11:02:05.033928,FTSE100,39.4,8.0,0.0,0.0,-3.0,1.36,0.0,0.0,CONFIRMED_UPTREND
ISP.MI,INTESA SANPAOLO,65.8,⭐⭐ GOOD,🟡 Good,100.0,30.0,60.5,65.0,65.0,,,,,58.2,False,0,-8.7,False,0,"{'eps_growth_yoy': 58.2, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 36.8}","{'revenue_growth_yoy': -8.7, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 0.0, 'rs_6m': 7.7}","{'roe_pct': 14.3, 'operating_margin_pct': 50.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 16.5}",5.681,98779717632,Financial Services,Banks - Regional,,,False,6.159,-7.8,7.0,True,6.62,7.4,5.0,21.0,buy,16.5,,,12.24,115.5,,,7.14,62.9,0.38,7.2,,,,23.1,27.0,2026-05-05,False,False,1.0,WEAK,,,0.4,2026-04-08T11:08:48.907089,FTSEMIB,39.3,0.0,0.0,0.0,5.0,2.06,1.0,0.0,CONFIRMED_UPTREND
FDR.MC,"FLUIDRA, S.A.",48.0,⚠️ WEAK,🔴 Weak,45.0,30.0,50.0,70.0,65.0,,,,,-16.9,False,0,-0.9,False,0,"{'eps_growth_yoy': -16.9, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 7.8}","{'revenue_growth_yoy': -0.9, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': -8.6, 'rs_6m': -7.1}","{'roe_pct': 11.0, 'debt_to_equity': 0.76, 'current_ratio': 1.78, 'operating_margin_pct': 2.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 25.6}",21.52,4086452224,Consumer Cyclical,Leisure,,,False,26.22,-17.9,2.0,False,27.02,31.0,21.5,15.0,buy,25.6,20.27,-5.8,9.3,-56.8,6.4,1.38,3.19,64.7,0.65,2.91,True,-2.61,4.2,-9.5,28.0,2026-05-06,False,False,8.0,STRONG,6.04,40.9,,2026-04-08T11:06:09.928828,IBEX35,39.2,6.0,8.0,3.0,0.0,3.2,3.0,0.0,CONFIRMED_UPTREND
AHT.L,ASHTEAD GROUP PLC ORD 10P,47.8,⚠️ WEAK,🔴 Weak,50.0,50.0,15.0,75.0,60.0,,,,,-6.8,False,0,4.3,False,0,"{'eps_growth_yoy': -6.8, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 13.1}","{'revenue_growth_yoy': 4.3, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': -94.4, 'rs_6m': -97.7}","{'roe_pct': 19.1, 'debt_to_equity': 1.43, 'current_ratio': 1.28, 'operating_margin_pct': 25.1}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 12.0}",5326.0,22026424320,Industrials,Rental & Leasing Services,,,False,5849.7,-9.0,2.0,False,5964.84,8553.82,4601.02,14.0,buy,12.0,120.79,-97.7,,,15.41,8.21,0.02,32.3,0.81,1.38,True,-5.99,4.8,-6.7,,,False,False,7.0,NEUTRAL,7.74,15.7,,2026-04-08T11:01:09.637368,FTSE100,39.1,8.0,0.0,3.0,0.0,1.5,0.0,0.0,CONFIRMED_UPTREND
BARC.L,BARCLAYS PLC ORD 25P,52.3,⭐ AVERAGE,🟡 Average,55.0,30.0,64.0,60.0,65.0,,,,,-30.7,False,0,-8.2,False,0,"{'eps_growth_yoy': -30.7, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 26.7}","{'revenue_growth_yoy': -8.2, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': -5.2, 'rs_6m': 16.9}","{'roe_pct': 9.6, 'operating_margin_pct': 31.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 22.2}",437.79,59967262720,Financial Services,Banks - Diversified,,,False,507.45,-13.7,7.0,True,535.19,590.0,435.0,16.0,buy,22.2,,,12.18,-97.2,,,2.1,20.1,0.09,3.18,,,,29.0,20.0,2026-04-28,False,True,6.0,NEUTRAL,,,0.24,2026-04-08T11:01:46.498322,FTSE100,38.9,0.0,5.0,0.0,5.0,2.78,1.0,0.0,CONFIRMED_UPTREND
SU.PA,SCHNEIDER ELECTRIC SE,59.3,⭐ AVERAGE,🟡 Average,55.0,50.0,66.5,70.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 10.4},{},"{'rs_3m': 11.7, 'rs_6m': 2.4}","{'roe_pct': 15.6, 'debt_to_equity': 0.81, 'current_ratio': 1.19, 'operating_margin_pct': 17.6}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 16.5}",251.45,141334609920,Industrials,Specialty Industrial Machinery,,,False,280.05,-10.2,7.0,True,292.86,340.0,250.0,22.0,strong_buy,16.5,104.31,-58.5,79.8,-68.3,2.82,7.09,1.8,48.9,4.2,1.8,,,,-6.2,113.0,2026-07-30,False,False,6.0,NEUTRAL,4.58,74.6,,2026-04-08T11:03:01.142724,CAC40,38.7,0.0,5.0,0.0,0.0,2.06,1.0,0.0,CONFIRMED_UPTREND
BAER.SW,JULIUS BAER N,59.0,⭐ AVERAGE,🟡 Average,60.0,50.0,68.5,65.0,50.0,,,,,,,0,,,0,{'profit_margin_pct': 20.3},{},"{'rs_3m': 0.3, 'rs_6m': 14.1}","{'roe_pct': 10.9, 'operating_margin_pct': 33.8}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 8.0}",62.26,12763036672,Financial Services,Asset Management,,,False,68.6,-9.2,6.0,False,67.25,76.0,56.0,17.0,hold,8.0,,,37.1,-40.4,,,4.35,70.1,2.6,4.61,,,,-7.2,104.0,2026-07-21,False,False,5.0,NEUTRAL,,,,2026-04-08T11:07:48.190483,SMI20,38.6,0.0,8.0,0.0,0.0,1.0,0.0,0.0,CONFIRMED_UPTREND
UBSG.SW,UBS GROUP N,53.7,⭐ AVERAGE,🟡 Average,50.0,50.0,56.0,60.0,60.0,,,,,-29.1,False,0,3.9,False,0,"{'eps_growth_yoy': -29.1, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 15.7}","{'revenue_growth_yoy': 3.9, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': -8.6, 'rs_6m': 2.0}","{'roe_pct': 8.9, 'operating_margin_pct': 54.6}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 14.9}",32.95,101871493120,Financial Services,Banks - Diversified,,,False,38.39,-14.2,6.0,False,37.85,55.0,30.0,17.0,buy,14.9,,,56.7,72.1,,,2.72,38.1,0.85,2.38,False,,,40.6,20.0,2026-04-29,False,True,7.0,NEUTRAL,,,0.18,2026-04-08T11:07:44.478841,SMI20,38.5,0.0,5.0,0.0,5.0,1.86,0.0,0.0,CONFIRMED_UPTREND
A2A.MI,A2A,56.2,⭐ AVERAGE,🟡 Average,50.0,50.0,68.5,60.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 5.3},{},"{'rs_3m': 8.2, 'rs_6m': 13.8}","{'roe_pct': 12.5, 'debt_to_equity': 1.12, 'current_ratio': 1.05, 'operating_margin_pct': 6.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 10.0}",2.516,7864030208,Utilities,Utilities - Diversified,,,False,2.744,-8.3,7.0,True,2.77,3.14,2.4,8.0,buy,10.0,5.39,114.2,2.4,-4.6,11.36,0.29,4.14,41.7,0.1,5.16,,,,,36.0,2026-05-14,False,False,3.0,NEUTRAL,,,4.67,2026-04-08T11:09:58.848438,FTSEMIB,38.5,8.0,8.0,0.0,0.0,1.25,0.0,0.0,CONFIRMED_UPTREND
HEIA.AS,HEINEKEN,53.6,⭐ AVERAGE,🟡 Average,50.0,50.0,60.5,50.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 6.6},{},"{'rs_3m': 3.9, 'rs_6m': 6.2}","{'roe_pct': 9.9, 'debt_to_equity': 0.94, 'current_ratio': 0.93, 'operating_margin_pct': 13.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 28.6}",69.14,38638391296,Consumer Defensive,Beverages - Brewers,,,False,81.66,-15.3,2.0,False,88.9,126.0,75.0,23.0,buy,28.6,68.05,-1.6,33.8,-51.1,5.53,3.83,2.81,56.5,1.9,1.88,,,,7.5,119.0,2026-08-05,False,False,7.0,NEUTRAL,6.68,25.0,1.64,2026-04-08T11:06:36.412668,AEX25,38.4,6.0,5.0,0.0,3.0,3.58,3.0,0.0,CONFIRMED_UPTREND
SIKA.SW,SIKA N,55.0,⭐ AVERAGE,🟡 Average,50.0,50.0,50.0,70.0,70.0,,,,,,,0,,,0,{'profit_margin_pct': 9.3},{},"{'rs_3m': -8.0, 'rs_6m': -19.9}","{'roe_pct': 15.2, 'debt_to_equity': 0.83, 'current_ratio': 1.25, 'operating_margin_pct': 10.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 32.8}",138.35,22196770816,Basic Materials,Specialty Chemicals,,,False,226.8,-39.0,0.0,False,183.77,250.0,125.0,22.0,buy,32.8,107.53,-22.3,64.9,-53.1,5.28,7.31,2.82,55.4,3.7,1.35,,,,-46.5,110.0,2026-07-27,False,False,7.0,NEUTRAL,5.95,45.5,,2026-04-08T11:08:10.400743,SMI20,38.0,6.0,5.0,0.0,-3.0,4.1,3.0,0.0,CONFIRMED_UPTREND
HO.PA,THALES,54.6,⭐ AVERAGE,🟡 Average,50.0,50.0,60.5,60.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 7.6},{},"{'rs_3m': 4.8, 'rs_6m': 2.5}","{'roe_pct': 21.1, 'debt_to_equity': 0.77, 'current_ratio': 0.84, 'operating_margin_pct': 10.5}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 9.9}",266.8,54832345088,Industrials,Aerospace & Defense,,,False,279.3,-4.5,5.0,False,293.22,380.0,250.0,18.0,buy,9.9,428.56,60.6,243.9,-8.6,3.79,10.11,1.46,46.7,3.9,1.98,,,,105.8,106.0,2026-07-23,False,False,8.0,STRONG,4.14,59.5,0.14,2026-04-08T11:03:31.140286,CAC40,37.8,3.0,0.0,0.0,5.0,1.24,0.0,0.0,CONFIRMED_UPTREND
BNP.PA,BNP PARIBAS ACT.A,72.1,⭐⭐⭐ EXCELLENT,🟢 Excellent,95.0,50.0,80.5,60.0,60.0,,,,,28.0,False,0,4.0,False,0,"{'eps_growth_yoy': 28.0, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 25.5}","{'revenue_growth_yoy': 4.0, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 13.4, 'rs_6m': 20.8}","{'roe_pct': 9.7, 'operating_margin_pct': 26.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 12.7}",89.9,99033899008,Financial Services,Banks - Regional,,,False,97.35,-7.7,7.0,True,101.35,110.0,87.0,19.0,buy,12.7,,,308.7,243.4,,,11.88,71.7,9.95,5.26,,,,33.9,22.0,2026-04-30,False,False,6.0,NEUTRAL,,,0.21,2026-04-08T11:03:04.966562,CAC40,37.8,0.0,-3.0,0.0,5.0,1.59,0.0,0.0,CONFIRMED_UPTREND
NTGY.MC,"NATURGY ENERGY GROUP, S.A.",56.6,⭐ AVERAGE,🟡 Average,55.0,50.0,60.5,70.0,50.0,,,,,,,0,,,0,{'profit_margin_pct': 10.4},{},"{'rs_3m': 6.9, 'rs_6m': 5.0}","{'roe_pct': 20.7, 'debt_to_equity': 1.47, 'current_ratio': 1.18, 'operating_margin_pct': 13.9}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 6.3}",25.72,23826843648,Utilities,Utilities - Regulated Gas,,,False,27.9,-7.8,4.0,False,27.34,31.25,22.5,18.0,hold,6.3,31.0,20.5,30.16,17.3,5.22,1.34,8.94,82.9,2.37,5.97,,,,5.6,106.0,2026-07-23,False,False,7.0,NEUTRAL,10.19,18.1,0.94,2026-04-08T11:05:44.091109,IBEX35,37.6,6.0,-3.0,0.0,3.0,0.79,-3.0,0.0,CONFIRMED_UPTREND
ABN.AS,ABN AMRO BANK N.V.,63.2,⭐⭐ GOOD,🟡 Good,55.0,70.0,68.5,60.0,65.0,,,,,-33.8,False,0,5.7,True,2,"{'eps_growth_yoy': -33.8, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 25.9}","{'revenue_growth_yoy': 5.7, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': 2.4, 'rs_6m': 10.1}","{'roe_pct': 8.5, 'operating_margin_pct': 28.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 15.1}",29.31,24128028672,Financial Services,Banks - Diversified,,,False,32.43,-9.6,7.0,True,33.74,38.8,24.0,18.0,buy,15.1,,,24.5,-16.4,,,4.44,52.6,1.24,,,,,-20.8,35.0,2026-05-13,False,False,3.0,NEUTRAL,,,,2026-04-08T11:07:21.363217,AEX25,37.3,0.0,8.0,0.0,-3.0,1.89,0.0,0.0,CONFIRMED_UPTREND
DGE.L,DIAGEO PLC ORD 28 101/108P,58.0,⭐ AVERAGE,🟡 Average,55.0,50.0,50.0,80.0,70.0,,,,,,,0,,,0,{'profit_margin_pct': 12.2},{},"{'rs_3m': -5.9, 'rs_6m': -18.6}","{'roe_pct': 19.7, 'debt_to_equity': 1.77, 'current_ratio': 1.6, 'operating_margin_pct': 31.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 36.4}",1435.4,31916947456,Consumer Defensive,Beverages - Wineries & Distilleries,,,False,2215.0,-35.2,0.0,False,1957.98,2414.74,1445.98,22.0,buy,36.4,6.34,-99.6,8.1,-99.4,3.0,0.43,4.51,94.9,0.63,2.87,,,,2.0,120.0,2026-08-06,False,False,5.0,NEUTRAL,8.43,28.4,4.07,2026-04-08T11:00:18.221902,FTSE100,37.2,3.0,-2.0,0.0,1.0,4.55,3.0,0.0,CONFIRMED_UPTREND
SAN.PA,SANOFI,56.5,⭐ AVERAGE,🟡 Average,43.0,60.0,54.5,75.0,65.0,,,,,-147.9,False,0,15.1,False,0,"{'eps_growth_yoy': -147.9, 'positive_quarters': 3, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 16.7}","{'revenue_growth_yoy': 15.1, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 2.0, 'rs_6m': -3.2}","{'roe_pct': 6.7, 'debt_to_equity': 0.28, 'current_ratio': 1.09, 'operating_margin_pct': 14.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 18.9}",80.82,97232068608,Healthcare,Drug Manufacturers - General,,,False,98.36,-17.8,2.0,False,96.1,112.0,57.0,23.0,buy,18.9,239.98,196.9,40.3,-50.1,17.12,13.83,4.99,97.3,4.12,3.92,False,,11.9,,15.0,2026-04-23,False,True,7.0,NEUTRAL,6.17,48.2,1.51,2026-04-08T11:02:38.476293,CAC40,36.6,8.0,-2.0,0.0,0.0,2.36,1.0,0.0,CONFIRMED_UPTREND
HEI.DE,Heidelberg Materials AG       I,55.2,⭐ AVERAGE,🟡 Average,50.0,50.0,50.0,75.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 9.0},{},"{'rs_3m': -15.5, 'rs_6m': -0.2}","{'roe_pct': 11.1, 'debt_to_equity': 0.43, 'current_ratio': 1.24, 'operating_margin_pct': 17.6}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 24.3}",185.2,32589373440,Basic Materials,Building Materials,,,False,241.8,-23.4,2.0,False,230.26,285.0,140.0,19.0,buy,24.3,138.59,-25.2,111.7,-39.7,4.63,8.58,2.11,29.5,3.6,3.1,,,,5.2,28.0,2026-05-06,False,False,7.0,NEUTRAL,8.7,19.7,2.32,2026-04-08T10:58:13.941678,DAX40,36.1,3.0,5.0,0.0,3.0,3.04,3.0,0.0,CONFIRMED_UPTREND
AI.PA,AIR LIQUIDE,59.7,⭐ AVERAGE,🟡 Average,55.0,50.0,71.0,70.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 13.1},{},"{'rs_3m': 21.0, 'rs_6m': 8.2}","{'roe_pct': 13.4, 'debt_to_equity': 0.51, 'current_ratio': 1.17, 'operating_margin_pct': 19.5}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 8.5}",181.54,104748146688,Basic Materials,Specialty Chemicals,,,False,187.12,-3.0,4.0,False,197.0,216.0,168.0,20.0,buy,8.5,42.85,-76.4,60.8,-66.5,1.46,2.64,2.04,54.3,3.7,1.83,,,,5.3,112.0,2026-07-29,False,False,7.0,NEUTRAL,4.31,18.8,4.35,2026-04-08T11:03:08.770812,CAC40,35.9,0.0,5.0,0.0,3.0,1.06,0.0,0.0,CONFIRMED_UPTREND
HEN3.DE,Henkel AG & Co. KGaA          I,54.2,⭐ AVERAGE,🟡 Average,50.0,50.0,50.0,75.0,55.0,,,,,,,0,,,0,{'profit_margin_pct': 9.9},{},"{'rs_3m': -0.4, 'rs_6m': -3.0}","{'roe_pct': 9.7, 'debt_to_equity': 0.18, 'current_ratio': 1.2, 'operating_margin_pct': 12.0}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 15.0}",66.64,27127422976,Consumer Defensive,Household & Personal Products,,,False,84.2,-20.9,3.0,False,76.65,92.0,65.0,18.0,hold,15.0,141.34,112.1,49.2,-26.2,5.43,9.61,3.2,41.5,2.07,2.61,,,,-1.3,,,False,False,8.0,STRONG,10.62,52.4,,2026-04-08T10:58:17.647489,DAX40,35.7,6.0,8.0,0.0,0.0,1.88,0.0,0.0,CONFIRMED_UPTREND
TTE.PA,TOTALENERGIES,56.5,⭐ AVERAGE,🟡 Average,45.0,50.0,85.0,50.0,60.0,,,,,-24.5,False,0,-4.1,True,2,"{'eps_growth_yoy': -24.5, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 7.2}","{'revenue_growth_yoy': -4.1, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': 46.1, 'rs_6m': 51.5}","{'roe_pct': 11.2, 'debt_to_equity': 0.52, 'current_ratio': 0.97, 'operating_margin_pct': 8.5}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 3.4}",74.83,159784140800,Energy,Oil & Gas Integrated,,,False,81.34,-8.0,7.0,True,77.4,92.14,55.85,22.0,buy,3.4,98.15,31.2,49.9,-33.3,8.91,6.67,4.28,66.6,3.4,5.43,True,-4.83,9.8,-27.4,21.0,2026-04-29,False,True,5.0,NEUTRAL,12.23,18.5,,2026-04-08T11:02:42.160027,CAC40,35.6,8.0,8.0,3.0,-3.0,0.42,-3.0,0.0,CONFIRMED_UPTREND
ASM.AS,ASM International N.V.,59.1,⭐ AVERAGE,🟡 Average,48.0,30.0,85.0,95.0,60.0,,,,,-26.5,False,0,-13.7,False,0,"{'eps_growth_yoy': -26.5, 'positive_quarters': 3, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 22.8}","{'revenue_growth_yoy': -13.7, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 27.9, 'rs_6m': 33.6}","{'roe_pct': 18.7, 'debt_to_equity': 0.02, 'current_ratio': 2.25, 'operating_margin_pct': 25.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 11.2}",725.0,35442401280,Technology,Semiconductor Equipment & Materials,,,False,759.4,-4.5,7.0,True,806.25,950.0,600.0,20.0,buy,11.2,126.48,-82.6,147.3,-79.7,1.19,8.6,0.48,20.4,3.25,0.62,True,-0.12,235.5,-26.3,13.0,2026-04-21,False,True,8.0,STRONG,2.9,45.9,,2026-04-08T11:07:10.264052,AEX25,35.6,0.0,0.0,3.0,-3.0,1.4,0.0,0.0,CONFIRMED_UPTREND
NESN.SW,NESTLE N,57.3,⭐ AVERAGE,🟡 Average,55.0,50.0,66.5,60.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 10.1},{},"{'rs_3m': 10.2, 'rs_6m': 7.2}","{'roe_pct': 26.5, 'debt_to_equity': 1.75, 'current_ratio': 0.79, 'operating_margin_pct': 14.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 11.4}",78.62,202227941376,Consumer Defensive,Packaged Foods,,,False,89.43,-12.1,4.0,False,87.55,102.0,69.0,22.0,buy,11.4,35.69,-54.6,35.1,-55.4,3.08,2.43,3.96,86.9,3.1,3.03,,,,-16.8,106.0,2026-07-23,False,False,5.0,NEUTRAL,4.97,38.6,,2026-04-08T11:07:33.147216,SMI20,34.9,3.0,0.0,0.0,-3.0,1.42,0.0,0.0,CONFIRMED_UPTREND
WTB.L,WHITBREAD PLC ORD 76 122/153P,47.9,⚠️ WEAK,🔴 Weak,50.0,50.0,34.5,50.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 8.6},{},"{'rs_3m': 1.2, 'rs_6m': -20.5}","{'roe_pct': 7.5, 'debt_to_equity': 1.79, 'current_ratio': 0.71, 'operating_margin_pct': 25.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 13.4}",2534.0,4230298624,Consumer Cyclical,Lodging,,,False,3302.0,-23.3,1.0,False,2874.12,3800.0,2100.0,17.0,buy,13.4,27.64,-98.9,14.3,-99.4,7.41,1.88,4.05,67.8,0.97,2.31,,,,1.5,22.0,2026-04-30,False,False,6.0,NEUTRAL,6.12,6.7,6.01,2026-04-08T11:02:27.105611,FTSE100,34.2,6.0,8.0,0.0,1.0,1.68,0.0,0.0,CONFIRMED_UPTREND
AIR.DE,Airbus SE                     A,78.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,90.0,50.0,70.0,50.0,,,,,225.3,True,2,91.9,True,1,"{'eps_growth_yoy': 225.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 7.1}","{'revenue_growth_yoy': 91.9, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': -14.9, 'rs_6m': -13.4}","{'roe_pct': 21.6, 'debt_to_equity': 0.54, 'current_ratio': 1.16, 'operating_margin_pct': 9.8}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",173.66,136709980160,Industrials,Aerospace & Defense,,,False,221.25,-21.5,4.0,False,,,,,none,,,,66.0,-62.0,-0.9,-1.56,1.94,30.3,3.2,1.8,False,,9.2,3.2,20.0,2026-04-28,False,True,8.0,STRONG,5.73,22.9,5.58,2026-04-08T10:57:33.832824,DAX40,34.2,-5.0,5.0,0.0,1.0,,0.0,0.0,CONFIRMED_UPTREND
CPR.MI,CAMPARI,55.4,⭐ AVERAGE,🟡 Average,55.0,30.0,74.5,70.0,60.0,,,,,,False,0,-2.8,False,0,"{'positive_quarters': 2, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 11.4}","{'revenue_growth_yoy': -2.8, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 15.2, 'rs_6m': 15.9}","{'roe_pct': 8.6, 'debt_to_equity': 0.7, 'current_ratio': 2.22, 'operating_margin_pct': 17.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 9.8}",6.434,7712987648,Consumer Defensive,Beverages - Wineries & Distilleries,,,False,6.832,-5.8,5.0,False,7.06,10.1,5.3,21.0,buy,9.8,3.89,-39.5,2.9,-54.9,4.11,0.26,1.6,22.4,0.1,0.74,,,2.8,,28.0,2026-05-06,False,False,8.0,STRONG,5.98,18.0,1.5,2026-04-08T11:09:35.377012,FTSEMIB,34.2,3.0,5.0,0.0,0.0,1.23,0.0,0.0,CONFIRMED_UPTREND
VOW3.DE,VOLKSWAGEN AG                 V,57.8,⭐ AVERAGE,🟡 Average,85.0,30.0,50.0,55.0,65.0,,,,,1.0,True,2,-4.7,False,0,"{'eps_growth_yoy': 1.0, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 2.3}","{'revenue_growth_yoy': -4.7, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': -6.3, 'rs_6m': -0.9}","{'roe_pct': 3.5, 'debt_to_equity': 1.3, 'current_ratio': 1.09, 'operating_margin_pct': 5.6}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 25.8}",90.82,45527633920,Consumer Cyclical,Auto Manufacturers,,,False,108.9,-16.6,2.0,False,114.21,151.0,92.0,22.0,buy,25.8,908.85,900.7,130.4,43.6,27.98,61.77,6.03,47.9,5.26,6.35,False,,1.6,-1.3,,,False,False,5.0,NEUTRAL,4.86,7.1,,2026-04-08T10:57:51.961479,DAX40,34.1,8.0,0.0,0.0,0.0,3.22,3.0,0.0,CONFIRMED_UPTREND
